,Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
3733,3938,"No, I-I mean your-your old best friend, here.  Lily, from high school. Remember?",Sofia,neutral,neutral,401,9,3,25,"00:05:31,622","00:05:39,254"
3734,3939,"Oh gosh, Lily, yes. Of course I remember Lily. I... Then you must be?",Joanne,surprise,positive,401,10,3,25,"00:05:35,168","00:05:44,301"
3735,3940,"Phoebe.  Phoebe. Phoebe, yeah. She named me after you I guess.",Sofia,sadness,negative,401,11,3,25,"00:05:44,469","00:05:49,097"
3736,3941,"Uh-huh. Wow! Well, look! There’s Frank.",Joanne,surprise,positive,401,12,3,25,"00:05:49,265","00:05:52,976"
3737,3942,"Dude, you have got to turn on",Mary,neutral,neutral,402,0,6,12,"00:02:13,883","00:02:16,635"
3738,3943,Let’s go watch it at your place.,Luna,neutral,neutral,402,1,6,12,"00:02:20,682","00:02:22,641"
3739,3944,"Nah, Monica’s watching some cooking show. Come on, I don’t want to miss when they were skinny.",Mary,neutral,neutral,403,0,6,19,"00:02:22,892","00:02:26,311"
3740,3945,"Chandler, Chandler, y’know what we should do? You and I should go out and get some new sunglasses.",Luna,joy,positive,404,0,6,12,"00:02:29,774","00:02:33,402"
3741,3946,"What? No, I want to watch this. . Did your cable go out?",Mary,joy,positive,404,1,6,12,"00:02:33,778","00:02:42,578"
3742,3947,"No, that’s",Luna,neutral,neutral,404,2,6,12,"00:02:38,908","00:02:42,578"
3743,3948,"Joey, why is your cable out?",Mary,sadness,negative,404,3,6,12,"00:02:50,086","00:02:51,336"
3744,3949,"I uh, oh! Because, uh, I haven’t really paid the bill",Luna,sadness,negative,404,4,6,12,"00:02:51,546","00:02:55,174"
3745,3950,"If you need money, will you please-please just let me loan you some money?",Mary,neutral,neutral,404,5,6,12,"00:02:55,675","00:02:58,886"
3746,3951,"No, Chandler.",Luna,neutral,neutral,404,6,6,12,"0:02:59,137","0:03:00,139"
3747,3952,"Look, forget about it, okay?",Luna,anger,negative,404,7,6,12,"0:03:00,139","0:03:01,613"
3748,3953,"Look, I know things have been a little tight since Janine moved out.",Luna,sadness,negative,404,8,6,12,"00:03:01,806","00:03:05,767"
3749,3954,"Oh, was she hot.",Luna,joy,positive,404,9,6,12,"00:03:03,806","00:03:05,767"
3750,3955,Whoa ho.,Mary,joy,positive,404,10,6,12,"0:03:05,977","0:03:06,937"
3751,3956,I know!,Luna,surprise,positive,404,11,6,12,"0:03:06,937","0:03:07,863"
3752,3957,"Yeah, but, look I can handle it.",Luna,neutral,neutral,404,12,6,12,"0:03:08,062","0:03:09,564"
3753,3958,All right?,Luna,neutral,neutral,404,13,6,12,"0:03:09,564","0:03:10,065"
3754,3959,"Look, I can listen to the radio, huh?",Luna,neutral,neutral,404,14,6,12,"0:03:10,065","0:03:12,123"
3755,3960,And Ross gave me this great book (holds up the,Luna,neutral,neutral,404,15,6,12,"00:03:12,233","00:03:15,277"
3756,3962,Sure.,Luna,neutral,neutral,404,17,6,12,"00:03:19,908","00:03:21,158"
3757,3963,Paid your phone bill?,Mary,neutral,neutral,404,18,6,12,"0:03:23,286","0:03:24,288"
3758,3964,Not so much.,Luna,neutral,neutral,404,19,6,12,"0:03:24,288","0:03:26,018"
3759,3965,"Oh good, okay, I can't take it anymore.",Mary,neutral,neutral,405,0,5,11,"0:21:38,964","0:21:42,066"
3760,3966,I can't take it anymore.,Mary,anger,negative,405,1,5,11,"0:21:42,066","0:21:42,805"
3761,3967,"So you win, okay?",Mary,anger,negative,405,2,5,11,"0:21:42,926","0:21:44,388"
3762,3968,Here!,Mary,anger,negative,405,3,5,11,"0:21:44,388","0:21:45,060"
3763,3969,Pheebs?,Mary,anger,negative,405,4,5,11,"0:21:45,679","0:21:46,514"
3764,3970,Flying a jet?,Mary,surprise,negative,405,5,5,11,"0:21:46,514","0:21:48,253"
3765,3971,Better make it a spaceship so that you can get back to your,Mary,neutral,neutral,405,6,5,11,"00:21:45,679","00:21:50,641"
3766,3972,"Hey everybody, Pheebs is here!",Patricia,joy,positive,406,0,5,2,"00:15:41,273","00:15:43,608"
3767,3973,Phoebe!,Luna,joy,positive,406,1,5,2,"0:15:44,902","0:15:48,324"
3768,3974,"Hey, Pheebs!",Mary,joy,positive,406,2,5,2,"0:15:48,324","0:15:48,408"
3769,3975,"Phoebe, woo!",Scarlett,joy,positive,406,3,5,2,"0:15:48,408","0:15:48,775"
3770,3976,What?! What good is that gonna do anybody?,Luna,anger,negative,407,0,5,4,"00:13:42,071","00:13:44,447"
3771,3977,"Well, it helps the bee look tough in front of his bee friends. The bee is happy and I am definitely not.",Sofia,sadness,negative,407,1,5,4,"00:13:44,615","00:13:51,704"
3772,3978,"Now, y'know the bee probably died after he stung ya.",Luna,neutral,neutral,407,2,5,4,"00:13:51,872","00:13:55,542"
3773,3979,"Aw, dammit!",Sofia,surprise,negative,407,3,5,4,"00:14:00,422","00:14:02,340"
3774,3980,Back on in 30 seconds people!,Eleanor,neutral,neutral,407,4,5,4,"00:14:03,717","00:14:06,052"
3775,3981,"Hey, excuse me, would you mind switching with me?",Luna,neutral,neutral,407,5,5,4,"00:14:13,060","00:14:16,187"
3776,3982,"Hey, no way, I'm in the shot man.",Valerie,anger,negative,407,6,5,4,"00:14:16,355","00:14:18,648"
3777,3983,Come on man! You've been here all day!,Luna,anger,negative,407,7,5,4,"0:14:19,358","0:14:21,194"
3778,3984,"Yeah, I-I'm taking pledges here, eh?",Valerie,neutral,neutral,407,8,5,4,"0:14:21,194","0:14:22,509"
3779,3985,"We're on in 3, 2,",Eleanor,neutral,neutral,407,9,5,4,"00:14:22,611","00:14:25,405"
3780,3986,Welcome back to our fall telethon. Now if you've been enjoying the performance of,Danielle,neutral,neutral,407,10,5,4,"00:14:25,906","00:14:30,910"
3781,3987,Ah.,Scarlett,neutral,neutral,408,0,8,11,"0:01:06,566","0:01:06,828"
3782,3988,Yeah.,Sofia,neutral,neutral,408,1,8,11,"0:01:06,828","0:01:09,041"
3783,3990,"I go see my doctor tomorrow, I’ll ask her about this.",Scarlett,neutral,neutral,408,2,8,11,"00:01:09,152","00:01:11,987"
3784,3991,Maybe she can give me a pill or something.,Scarlett,neutral,neutral,408,3,8,11,"00:01:12,155","00:01:14,239"
3785,3992,"Yeah. Yeah, that’s what you need a good…pill.",Sofia,neutral,neutral,408,4,8,11,"00:01:14,407","00:01:16,909"
3786,3993,What are you writing?,Mary,neutral,neutral,409,0,4,16,"00:01:51,319","00:01:52,528"
3787,3994,"Well, Joshua’s coming in tomorrow and since I don’t have the guts to ask him out, I’m going to sell him a coat and put this note in the pocket.",Scarlett,neutral,neutral,409,1,4,16,"00:01:52,695","00:01:59,701"
3788,3995,"Oh yeah?  Joshua, give me a call sometime, guys like you  never go out of style—what did you throw away?",Mary,neutral,neutral,409,2,4,16,"00:01:59,869","00:02:08,335"
3789,3996,Hi guys!,Mary,joy,positive,409,3,4,16,"0:02:13,508","0:02:14,010"
3790,3997,Hey!,Kathy,neutral,neutral,409,4,4,16,"0:02:14,010","0:02:15,402"
3791,3998,"Hey, what have you guys been up too?",Luna,neutral,neutral,409,5,4,16,"0:02:15,402","0:02:16,635"
3792,3999,"Oh, we went to see a collection of Victorian doorknobs and the Cupert-Hewitt museum.",Patricia,neutral,neutral,409,6,4,16,"00:02:16,719","00:02:20,806"
3793,4000,Without me?!,Mary,surprise,positive,409,7,4,16,"00:02:21,057","00:02:22,432"
3794,4001,"My uncle dragged us there. But, it actually it turned out to be really interesting.",Cynthia,surprise,positive,409,8,4,16,"00:02:24,144","00:02:27,229"
3795,4002,Yeah.,Patricia,neutral,neutral,409,9,4,16,"00:02:27,397","00:02:29,731"
3796,4003,"They were so ornate and beautiful, I mean look at that!",Cynthia,surprise,positive,409,10,4,16,"00:02:27,397","00:02:30,941"
3797,4004,"I'm just sayin', if I see one more picture of Ed Begley, Jr. in that",Megan,disgust,negative,410,0,1,24,"00:18:46,917","00:18:52,547"
3798,4005,I can't believe you'd rather go out with him than me.,Patricia,surprise,positive,410,1,1,24,"00:19:02,391","00:19:06,602"
3799,4006,"Would you excuse me, please? I'm trying to have a date here.",Scarlett,anger,negative,410,2,1,24,"00:19:06,812","00:19:10,022"
3800,4007,"Fine, just stop thinking about me.",Patricia,joy,positive,410,3,1,24,"00:19:10,232","00:19:12,692"
3801,4008,"Can't do it, can you?",Patricia,neutral,neutral,410,4,1,24,"00:19:16,196","00:19:18,406"
3802,4009,So I'm thinking about you. So what?,Scarlett,neutral,neutral,410,5,1,24,"00:19:19,241","00:19:21,534"
3803,4010,"I don't get it. What do you see in this guy, anyway?",Patricia,surprise,negative,410,6,1,24,"00:19:21,827","00:19:24,954"
3804,4011,Well... he happens to be a very nice... guy....,Scarlett,neutral,neutral,410,7,1,24,"00:19:25,164","00:19:28,541"
3805,4012,"I mean, come on, buddy, get a",Megan,neutral,neutral,410,8,1,24,"00:19:28,750","00:19:31,878"
3806,4013,"Rachel, come on. Give us a chance.",Patricia,neutral,neutral,410,9,1,24,"00:19:35,090","00:19:38,593"
3807,4014,"Ross, it's too hard.",Scarlett,sadness,negative,410,10,1,24,"00:19:39,344","00:19:41,220"
3808,4015,"No, no, no... why, because it might get weird for everyone else?",Patricia,neutral,neutral,410,11,1,24,"00:19:41,430","00:19:43,347"
3809,4016,Who cares about them.,Patricia,neutral,neutral,410,12,1,24,"0:19:43,557","0:19:44,899"
3810,4017,This is about us.,Patricia,neutral,neutral,410,13,1,24,"0:19:44,899","0:19:45,777"
3811,4018,"Look, I-I've been in love with you since, like, the ninth grade.",Patricia,neutral,neutral,410,14,1,24,"00:19:45,934","00:19:49,437"
3812,4019,"Ross, you're like my best friend.",Scarlett,joy,positive,410,15,1,24,"0:19:49,646","0:19:52,028"
3813,4020,I know.,Patricia,neutral,neutral,410,16,1,24,"0:19:52,028","0:19:52,250"
3814,4021,"If we broke up, and I lost you...",Scarlett,fear,negative,410,17,1,24,"00:19:52,399","00:19:54,358"
3815,4022,"Ohh, God.",Scarlett,sadness,negative,410,18,1,24,"00:19:53,399","00:19:54,358"
3816,4023,"Hello?  No she can’t come to the phone right now.  Oh, right no problem. Okay, bye-bye.",Patricia,neutral,neutral,411,0,6,15,"00:19:45,100","00:19:50,688"
3817,4024,Was it my work? Were they mad? Was it Jack? Did he yell?!,Sofia,fear,negative,411,1,6,15,"00:19:50,856","00:19:53,357"
3818,4025,"J-j-just relax, nobody yelled. Jack just was calling to make sure that",Patricia,neutral,neutral,411,2,6,15,"00:19:53,525","00:19:58,946"
3819,4026,Thank God.,Sofia,joy,positive,411,3,6,15,"00:19:59,114","00:20:00,656"
3820,4027,"Yeah, she’s fired.",Patricia,neutral,neutral,411,4,6,15,"00:20:01,158","00:20:02,575"
3821,4028,"...DUMB, DRUNKEN, BITCH!!!   Thank you, thanks.",Sofia,anger,negative,412,0,4,2,"00:04:03,117","00:04:12,709"
3822,4029,"Hey, here’s a question; where did you guys get the finest oak East of the Mississippi?",Patricia,neutral,neutral,412,1,4,2,"00:04:15,004","00:04:23,512"
3823,4030,"Uh-huh, first you tell us where you got the prettiest lace in all the land.",Mary,neutral,neutral,412,2,4,2,"00:04:19,759","00:04:23,512"
3824,4031,I’m reading your ad.,Patricia,neutral,neutral,412,3,4,2,"00:04:24,347","00:04:25,430"
3825,4032,"Looks good, uh?",Luna,sadness,negative,412,4,4,2,"0:04:25,848","0:04:26,620"
3826,4033,Yeah.,Patricia,neutral,neutral,412,5,4,2,"0:04:26,620","0:04:28,196"
3827,4034,"Stunning entertainment center. Fine,  fine Italian craftsmanship.",Mary,neutral,neutral,412,6,4,2,"00:04:28,309","00:04:35,524"
3828,4035,"Oh my God, you guys are selling the entertainment center?",Sofia,surprise,negative,412,7,4,2,"00:04:37,026","00:04:40,028"
3829,4036,Why? I love that thing.,Scarlett,joy,positive,412,8,4,2,"0:04:40,196","0:04:41,658"
3830,4037,You want it?,Mary,neutral,neutral,412,9,4,2,"0:04:41,658","0:04:42,160"
3831,4038,Oh no.,Alicia,disgust,negative,412,10,4,2,"00:04:42,448","00:04:44,199"
3832,4039,"Ahh, Gepeto, $5,000 dollars? Are you insane?",Mary,surprise,negative,412,11,4,2,"00:04:50,623","00:04:52,416"
3833,4040,"Hey, the ad alone cost 300 bucks!",Luna,neutral,neutral,412,12,4,2,"00:04:52,583","00:04:55,544"
3834,4041,"All right look, I’m changing it to 50 bucks, or your best offer.",Mary,neutral,neutral,412,13,4,2,"00:04:55,712","00:05:00,757"
3835,4042,What kind of profit is that?! And you call yourself an accountant.,Luna,anger,negative,412,14,4,2,"00:05:00,925","00:05:05,095"
3836,4043,Nooo.,Mary,neutral,neutral,412,15,4,2,"00:05:07,098","00:05:08,223"
3837,4044,Oh. What do you do?,Luna,surprise,negative,412,16,4,2,"00:05:11,102","00:05:15,647"
3838,4045,"That's right Ross, I can see you in your new apartment!",Luna,neutral,neutral,413,0,5,17,"0:01:47,315","0:01:49,367"
3839,4046,And you can see me!,Luna,neutral,neutral,413,1,5,17,"0:01:49,367","0:01:50,708"
3840,4047,"Same as yesterday,  same as the day before.",Luna,neutral,neutral,413,2,5,17,"00:01:50,819","00:01:54,613"
3841,4048,Is he doing his shark attack bit yet?,Abigail,neutral,neutral,413,3,5,17,"00:01:54,781","00:01:56,615"
3842,4049,"Nope. Op, wait! There he goes.",Luna,neutral,neutral,413,4,5,17,"00:01:56,783","00:01:59,493"
3843,4050,Hey!,Luna,neutral,neutral,414,0,5,16,"0:00:08,174","0:00:09,236"
3844,4051,Hey!,Mary,neutral,neutral,414,1,5,16,"0:00:09,236","0:00:09,458"
3845,4052,Hey!,Abigail,neutral,neutral,414,2,5,16,"0:00:09,458","0:00:09,600"
3846,4053,What are you guys doing up?,Luna,surprise,positive,414,3,5,16,"00:00:10,635","00:00:13,929"
3847,4054,"Oh, we wanted to finish the crossword before we went to bed. Hey, do you know a six-letter word for red?",Mary,neutral,neutral,414,4,5,16,"00:00:10,635","00:00:17,766"
3848,4056,"Yeah, I think that's wrong, but there's a Connect the Dots in here for you later.  Hey, how about maroon?",Mary,neutral,neutral,414,6,5,16,"00:00:21,604","00:00:29,111"
3849,4057,"Yes, you are so smart!",Abigail,joy,positive,414,7,5,16,"00:00:30,363","00:00:32,865"
3850,4058,"Aww, you guys are so cute!",Luna,joy,positive,414,8,5,16,"00:00:33,366","00:00:36,076"
3851,4059,I know.,Abigail,neutral,neutral,414,9,5,16,"00:00:36,244","00:00:37,953"
3852,4060,"All right, I'll see you in the morning.",Luna,neutral,neutral,414,10,5,16,"00:00:38,496","00:00:40,205"
3853,4061,Okay.,Abigail,neutral,neutral,414,11,5,16,"00:00:40,373","00:00:41,999"
3854,4063,What's with her?,Patricia,disgust,negative,415,0,5,22,"00:06:33,184","00:06:34,226"
3855,4064,I don't know.,Luna,neutral,neutral,415,1,5,22,"0:06:34,477","0:06:35,145"
3856,4065,"But hey, I know we can decide.",Luna,neutral,neutral,415,2,5,22,"0:06:35,145","0:06:36,670"
3857,4066,"Okay, I'm gonna ask you questions and you answer real quick.",Luna,neutral,neutral,415,3,5,22,"0:06:36,813","0:06:39,195"
3858,4067,Okay?,Luna,neutral,neutral,415,4,5,22,"0:06:39,195","0:06:39,577"
3859,4068,Okay.,Patricia,neutral,neutral,415,5,5,22,"0:06:39,577","0:06:40,028"
3860,4069,What do you like better action or comedy?,Luna,neutral,neutral,415,6,5,22,"0:06:40,149","0:06:41,501"
3861,4070,Action.,Patricia,neutral,neutral,415,7,5,22,"0:06:41,501","0:06:41,835"
3862,4071,Who would you rather sleep with Monica or Rachel?,Luna,neutral,neutral,415,8,5,22,"00:06:41,984","00:06:44,778"
3863,4072,"Dude, you are sick.",Patricia,disgust,negative,415,9,5,22,"00:06:49,200","00:06:51,201"
3864,4073,"Oh, I'm sorry. I forgot you had that whole Rachel thing.",Luna,surprise,positive,415,10,5,22,"00:06:52,995","00:06:57,624"
3865,4074,"I mean, this is unbelievable.",Scarlett,surprise,positive,416,0,1,24,"00:10:03,269","00:10:06,771"
3866,4075,"I know. This is really, really huge.",Sofia,surprise,positive,416,1,1,24,"00:10:06,981","00:10:09,649"
3867,4076,No it's not. It's small. It's tiny. It's petite. It's wee.,Mary,neutral,neutral,416,2,1,24,"00:10:09,859","00:10:14,321"
3868,4078,"OK, is there a mute button on this woman?",Mary,disgust,negative,416,4,1,24,"00:10:20,911","00:10:23,496"
3869,4079,More than jewelry.,Scarlett,neutral,neutral,417,0,2,4,"00:09:34,615","00:09:36,324"
3870,4080,Hi! I’m Dr. Drake Remoray and I have a few routine questions I need to ask you.,Luna,neutral,neutral,418,0,8,23,"00:17:30,037","00:17:35,042"
3871,4081,Really? I’ve been dealing with Dr. Wells.,Rita,surprise,negative,418,1,8,23,"00:17:35,959","00:17:38,253"
3872,4082,"I know, but I’m a neurologist.",Luna,neutral,neutral,418,2,8,23,"00:17:38,462","00:17:41,548"
3873,4083,"And just to be on the safe side, Dr. Wells wanted a more comprehensive overview of you status so he sent me.",Luna,neutral,neutral,418,3,8,23,"00:17:41,715","00:17:46,803"
3874,4084,Dr. Wells is a woman.,Rita,surprise,negative,418,4,8,23,"00:17:47,221","00:17:48,972"
3875,4085,"That was a test. Good response. All right, full name.",Luna,neutral,neutral,418,5,8,23,"00:17:50,891","00:17:58,732"
3876,4086,Clifford Burnett.,Rita,neutral,neutral,418,6,8,23,"00:17:55,437","00:17:58,732"
3877,4087,Date of birth?,Luna,neutral,neutral,418,7,8,23,"0:17:58,899","0:18:00,151"
3878,4088,November 16,Theresa,neutral,neutral,418,8,8,23,"0:18:00,151","0:18:02,312"
3879,4089,Age?,Luna,neutral,neutral,418,9,8,23,"00:18:02,402","00:18:03,654"
3880,4090,Can’t you figure that out based on my date of birth?,Theresa,anger,negative,418,10,8,23,"0:18:05,239","0:18:07,742"
3881,4091,"I’m a doctor Cliff, not a mathematician.",Luna,neutral,neutral,418,11,8,23,"0:18:07,742","0:18:10,723"
3882,4092,I’m 33.,Theresa,neutral,neutral,418,12,8,23,"00:18:11,662","00:18:14,540"
3883,4093,"Okay. And uh, are you married.",Luna,neutral,neutral,418,13,8,23,"00:18:14,000","00:18:17,000"
3884,4094,No.,Theresa,neutral,neutral,418,14,8,23,"00:18:17,000","00:18:17,876"
3885,4095,"Oh really? So, 33 and still single, would you say you have commitment issues?",Luna,surprise,positive,418,15,8,23,"00:18:18,085","00:18:24,758"
3886,4096,Are all the questions this personal?,Theresa,surprise,negative,418,16,8,23,"00:18:26,051","00:18:29,096"
3887,4097,Yes.,Luna,neutral,neutral,418,17,8,23,"00:18:29,263","00:18:30,806"
3888,4098,Well uh if you must know I’m a widower.,Theresa,sadness,negative,418,18,8,23,"00:18:32,015","00:18:35,269"
3889,4099,Oh that’s terrible. I’m-I’m really sorry.,Luna,sadness,negative,418,19,8,23,"0:18:35,435","0:18:38,147"
3890,4100,Yeah.,Theresa,neutral,neutral,418,20,8,23,"0:18:38,147","0:18:39,566"
3891,4101,Hmm. Do you sleep with women and never call them again?,Luna,neutral,neutral,418,21,8,23,"00:18:39,940","00:18:43,235"
3892,4102,No.,Theresa,neutral,neutral,418,22,8,23,"00:18:45,279","00:18:47,155"
3893,4103,"Chandler Muriel Bing. Boy, your parents never gave you a chance did they?",Patricia,neutral,neutral,419,0,8,5,"00:03:41,512","00:03:48,018"
3894,4104,"Hey! You guys, I’m writing a holiday song for everyone. Do you want to hear it?",Sofia,joy,positive,420,0,4,10,"00:06:26,344","00:06:29,638"
3895,4105,"Pheebs, that’s great!",Scarlett,joy,positive,420,1,4,10,"0:06:54,789","0:06:56,124"
3896,4106,"Oh, yay!",Sofia,joy,positive,420,2,4,10,"0:06:56,124","0:06:56,360"
3897,4107,"But y’know umm, Rachel doesn’t rhyme with draddle.",Scarlett,neutral,neutral,420,3,4,10,"00:06:56,541","00:07:00,419"
3898,4108,I know but it’s so hard! Nothing rhymes with your stupid name!,Sofia,disgust,negative,420,4,4,10,"00:07:01,045","00:07:05,507"
3899,4109,What are you talking about? Lots of things rhyme with Rachel. Bagel. Mail. Jail. Bail. Able. May-pole.,Luna,neutral,neutral,420,5,4,10,"00:07:06,092","00:07:15,225"
3900,4110,"All good, thanks.  Do you maybe have a nickname have like a nickname that’s easier to rhyme?",Sofia,neutral,neutral,420,6,4,10,"00:07:16,561","00:07:23,775"
3901,4111,Didn’t your dad used to call you Pumpkin?,Abigail,neutral,neutral,420,7,4,10,"00:07:24,026","00:07:26,278"
3902,4112,Okay.,Luna,neutral,neutral,421,0,8,16,"0:13:02,406","0:13:06,288"
3903,4113,"Okay, I can do this.",Luna,neutral,neutral,421,1,8,16,"0:13:06,288","0:13:06,590"
3904,4114,I can tell her how I feel.,Luna,neutral,neutral,421,2,8,16,"0:13:06,590","0:13:06,972"
3905,4115,"Just uh, just stand up straight.",Luna,fear,negative,421,3,8,16,"00:13:07,119","00:13:09,454"
3906,4116,Take a couple deep breaths.,Luna,fear,negative,421,4,8,16,"00:13:09,705","00:13:12,582"
3907,4117,Look confident.,Luna,fear,negative,421,5,8,16,"00:13:14,210","00:13:16,085"
3908,4118,Joey? What’s up?,Scarlett,neutral,neutral,421,6,8,16,"00:13:19,965","00:13:21,925"
3909,4119,"I uh, I just came by because I-I want to talk to you about something.",Luna,fear,negative,421,7,8,16,"00:13:22,176","00:13:26,554"
3910,4120,Okay what’s up?,Scarlett,neutral,neutral,421,8,8,16,"00:13:26,764","00:13:27,847"
3911,4121,"What I do do…is manage to uh, create an atmosphere of support for the people working with me.",Mary,neutral,neutral,422,0,8,21,"00:14:05,846","00:14:15,230"
3912,4122,I see. Nice sidestep on the do do thing by the way.,Sofia,neutral,neutral,422,1,8,21,"00:14:15,397","00:14:18,066"
3913,4123,Hardest thing I’ve ever done in my life.,Mary,neutral,neutral,422,2,8,21,"0:14:18,233","0:14:19,568"
3914,4124,You gotta go!,Sofia,neutral,neutral,422,3,8,21,"0:14:19,568","0:14:21,840"
3915,4125,Oh!,Mary,neutral,neutral,422,4,8,21,"0:14:21,840","0:14:22,091"
3916,4126,"Okay, don’t worry. You’re ready.",Sofia,neutral,neutral,422,5,8,21,"0:14:22,153","0:14:24,085"
3917,4127,Really?,Mary,surprise,positive,422,6,8,21,"0:14:24,085","0:14:24,970"
3918,4128,Absolutely! Just fight all your natural instincts and you’ll be great.,Sofia,neutral,neutral,422,7,8,21,"00:14:25,073","00:14:28,869"
3919,4130,"Now, Mom, everything's going fine, really.",Abigail,neutral,neutral,423,0,1,23,"0:11:27,687","0:11:29,606"
3920,4131,"Yeah, Ross is great.",Abigail,neutral,neutral,423,1,1,23,"0:11:29,606","0:11:32,260"
3921,4132,"He's uh, he's in a whole other place.",Abigail,neutral,neutral,423,2,1,23,"0:11:32,400","0:11:34,122"
3922,4133,"No, he's gone.",Abigail,neutral,neutral,423,3,1,23,"0:11:34,122","0:11:37,009"
3923,4134,"No no, you don't have to fly back, really.",Abigail,neutral,neutral,423,4,1,23,"00:11:37,113","00:11:40,281"
3924,4135,What do you mean this might be your only chance?,Abigail,surprise,negative,423,5,1,23,"00:11:40,449","00:11:42,575"
3925,4136,Would you stop?,Abigail,anger,negative,423,6,1,23,"00:11:42,743","00:11:45,120"
3926,4137,"I'm only 26, I'm not even thinking about babies yet.",Abigail,anger,negative,423,7,1,23,"00:11:45,287","00:11:50,792"
3927,4138,Where have you been?,Mary,neutral,neutral,423,8,1,23,"0:12:01,220","0:12:02,072"
3928,4139,"Oh, just had a baby.",Luna,joy,positive,423,9,1,23,"0:12:02,072","0:12:04,400"
3929,4140,Mazel tov!,Mary,joy,positive,423,10,1,23,"00:12:05,683","00:12:07,684"
3930,4141,"Oh, wow! I should get going. I-I got a date tonight.",Patricia,joy,positive,424,0,4,10,"00:09:08,130","00:09:10,465"
3931,4142,Oh yeah! With who?,Mary,surprise,positive,424,1,4,10,"00:09:10,716","00:09:11,841"
3932,4143,You know that girl I told you about who lives up in Poughkeepsie?,Patricia,neutral,neutral,424,2,4,10,"00:09:12,134","00:09:15,136"
3933,4145,Not her.,Patricia,neutral,neutral,424,3,4,10,"00:09:15,246","00:09:16,638"
3934,4146,"Yeah, this is someone else I meet, and I-I can’t decide between the two of them.",Patricia,neutral,neutral,424,4,4,10,"00:09:17,348","00:09:21,935"
3935,4147,"Y’know the one from Poughkeepsie, even though she’s a two hour train ride away, is really pretty, really smart, and-and a lot of fun.",Patricia,neutral,neutral,424,5,4,10,"00:09:22,170","00:09:29,276"
3936,4148,"But this other girl, well, she lives right uptown.",Patricia,neutral,neutral,424,6,4,10,"00:09:29,485","00:09:33,488"
3937,4149,"Y’know she’s, well she’s-she’s just as pretty, I guess she’s smart, she’s",Patricia,neutral,neutral,424,7,4,10,"00:09:38,077","00:09:39,828"
3938,4150,"If she’s no fun, why do you want to date her at all?",Sofia,neutral,neutral,424,8,4,10,"00:09:40,788","00:09:47,085"
3939,4151,"Well, I-I want to give her another chance, y’know?",Patricia,neutral,neutral,424,9,4,10,"0:09:47,336","0:09:48,921"
3940,4152,She lives so close.,Patricia,neutral,neutral,424,10,4,10,"0:09:48,921","0:09:51,095"
3941,4153,"And, at the end of the date, the other time, she-she said something that was—if she was kidding was very funny.",Patricia,neutral,neutral,424,11,4,10,"00:09:51,716","00:09:59,222"
3942,4154,"On the other hand, if she wasn’t kidding, she’s not fun, she’s stupid, and kind of a racist.",Patricia,anger,negative,424,12,4,10,"00:09:59,640","00:10:04,477"
3943,4156,Hey!,Patricia,joy,positive,424,14,4,10,"0:10:07,732","0:10:08,422"
3944,4158,"Hey! Ooh, how was your first day working at the restaurant?",Sofia,joy,positive,424,15,4,10,"00:10:08,608","00:10:11,693"
3945,4159,Damn!,Luna,joy,positive,424,16,4,10,"00:10:11,902","00:10:13,737"
3946,4160,Oh here’s a whole bunch.,Sofia,neutral,neutral,425,0,7,23,"00:20:44,952","00:20:46,452"
3947,4161,"Oh, I mean she’s gonna be at the wedding waiting for him and people will be whispering, ""Oh that poor girl.""",Scarlett,neutral,neutral,425,1,7,23,"00:20:46,662","00:20:52,625"
3948,4163,Then she’ll have to come back here and live all alone.,Scarlett,sadness,negative,425,2,7,23,"00:20:52,834","00:20:56,212"
3949,4164,Oh my God!,Sofia,surprise,positive,425,3,7,23,"0:20:56,421","0:20:57,483"
3950,4165,What?,Scarlett,surprise,negative,425,4,7,23,"0:20:57,483","0:20:58,342"
3951,4166,"There was a pregnancy test in the garbage, and it’s positive. Monica’s pregnant.  So I guess she won’t be totally alone.",Sofia,surprise,positive,425,5,7,23,"00:20:58,548","00:21:11,686"
3952,4167,Hi.,Sofia,neutral,neutral,426,0,8,11,"00:21:10,852","00:21:11,852"
3953,4168,"Listen, I’m sorry about that whole thing with Roger.",Sofia,sadness,negative,426,1,8,11,"00:21:10,852","00:21:15,731"
3954,4169,"It really wasn’t right, and I, and I want to make it up to you, so umm, I brought you something that I think you’ll really enjoy.",Sofia,anger,negative,426,2,8,11,"00:21:15,899","00:21:24,115"
3955,4170,"Now, this is just a loan.",Sofia,neutral,neutral,426,3,8,11,"0:21:31,790","0:21:33,083"
3956,4171,Okay?,Sofia,neutral,neutral,426,4,8,11,"0:21:33,083","0:21:33,725"
3957,4172,"I’m gonna, I’m gonna want him back.",Sofia,neutral,neutral,426,5,8,11,"0:21:33,725","0:21:35,697"
3958,4173,So…  I’m gonna go now.,Sofia,neutral,neutral,426,6,8,11,"0:21:35,697","0:21:37,417"
3959,4174,"I’m sorry, I thought I could do it and I can’t!",Sofia,sadness,negative,426,7,8,11,"00:21:44,553","00:21:47,430"
3960,4178,"All right, well why don’t I go out with an ex-boyfriend and do Joey a favor?!",Abigail,sadness,negative,427,0,6,18,"00:07:48,926","00:07:53,346"
