,Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
487,503,Hello.,Robert,neutral,neutral,47,12,2,6,"00:06:37,814","00:06:39,314"
488,504,"Well, don't, don't think me immodest, but, me?",James,surprise,positive,47,13,2,6,"00:06:43,820","00:06:48,281"
489,505,You wanna smell him?,Robert,neutral,neutral,47,14,2,6,"00:06:49,700","00:06:50,784"
490,506,"Oh, yeah. He's got that great baby smell. Get a whiff of his head.",Robert,joy,positive,47,15,2,6,"00:06:55,832","00:06:59,126"
491,507,What'd I tell you? What'd I tell you?,Robert,joy,positive,47,16,2,6,"00:07:04,298","00:07:05,674"
492,508,"Well, we are great guys.",James,neutral,neutral,47,17,2,6,"00:07:07,552","00:07:09,928"
493,509,Bye.,Michael,neutral,neutral,48,0,1,15,"00:08:50,029","00:08:52,155"
494,510,"Well, not really.",Richard,neutral,neutral,49,0,6,18,"00:12:56,692","00:12:57,859"
495,511,"I mean technically it’s-it’s not against the rules or anything, but it is frowned upon.",Richard,neutral,neutral,49,1,6,18,"00:12:58,027","00:13:02,197"
496,512,"Especially by that professor we ran into last night, Judgey von Holierthanthou.",Richard,anger,negative,49,2,6,18,"00:13:02,364","00:13:06,951"
497,513,"Well Ross, you be careful now. You don’t want to get a reputation as y’know Professor McNailshisstudents.",William,joy,positive,49,3,6,18,"00:13:10,039","00:13:15,001"
498,514,Yeah. What-what should I do?,Richard,fear,negative,49,4,6,18,"0:13:17,963","0:13:19,590"
499,515,"Well Ross, it seems pretty clear.",Robert,neutral,neutral,49,5,6,18,"0:13:19,590","0:13:21,456"
500,516,I mean what’s more important?,Robert,neutral,neutral,49,6,6,18,"0:13:21,550","0:13:22,677"
501,517,"What people think or how you feel, huh?",Robert,neutral,neutral,49,7,6,18,"0:13:22,677","0:13:25,161"
502,518,"Ross, you gotta follow your heart.",Robert,neutral,neutral,49,8,6,18,"0:13:25,262","0:13:26,534"
503,519,Joey that is so sweet.,William,joy,positive,49,9,6,18,"0:13:26,534","0:13:28,570"
504,520,Hey.,James,neutral,neutral,49,10,6,18,"00:13:33,771","00:13:36,314"
505,521,"Hey-hey-hey! So, how did it go with Dana? Any reason I should leave a block of time open say Thursday?",Robert,neutral,neutral,49,11,6,18,"00:13:36,482","00:13:40,235"
506,522,I couldn’t do it.,James,sadness,negative,49,12,6,18,"0:13:40,402","0:13:41,464"
507,523,You couldn’t do it?!,Robert,surprise,negative,49,13,6,18,"0:13:41,464","0:13:42,878"
508,524,"Hey, relax I just need more time. We’re going to dinner tonight.",James,neutral,neutral,49,14,6,18,"00:13:42,988","00:13:45,448"
509,525,What?! You’re going out with her again!,William,surprise,negative,49,15,6,18,"0:13:45,616","0:13:47,328"
510,526,Going out with who?,Richard,neutral,neutral,49,16,6,18,"0:13:47,328","0:13:47,537"
511,527,"Uh, Dana Keystone from college.",James,neutral,neutral,49,17,6,18,"00:13:49,328","00:13:52,413"
512,528,Oh yeah! Wasn’t she uh,Richard,surprise,positive,49,18,6,18,"00:13:52,581","00:13:55,708"
513,529,"No, that was Dana Caplin.",James,neutral,neutral,49,19,6,18,"00:13:56,919","00:13:58,461"
514,530,Joey! You didn’t even know her!,William,surprise,positive,49,20,6,18,"0:14:01,799","0:14:03,061"
515,531,Ah whatever!,Robert,anger,negative,49,21,6,18,"0:14:03,061","0:14:04,360"
516,532,"Morning! Hey, how’s my favorite genius and my little robot buddy?!",Robert,joy,positive,50,0,6,21,"00:14:11,308","00:14:15,436"
517,533,Don’t touch him!,Jeffrey,anger,negative,50,1,6,21,"0:14:15,604","0:14:18,816"
518,534,Okay!,Robert,surprise,positive,50,2,6,21,"0:14:18,816","0:14:19,128"
519,535,All right.,Robert,neutral,neutral,50,3,6,21,"0:14:19,128","0:14:19,414"
520,536,"Umm, all right Wayne, level with me.",Robert,neutral,neutral,50,4,6,21,"00:14:19,859","00:14:24,279"
521,538,I-I keep hearing all these rumors that I might get fired.,Robert,fear,negative,50,5,6,21,"00:14:19,859","00:14:24,279"
522,539,"Okay, they even have actors coming in to read for my part!",Robert,fear,negative,50,6,6,21,"00:14:24,446","00:14:27,657"
523,540,"Come on man, you-you got to give me a second chance!",Robert,sadness,negative,50,7,6,21,"00:14:27,825","00:14:30,326"
524,541,"I mean, I love-I love this little guy!",Robert,joy,positive,50,8,6,21,"0:14:30,494","0:14:31,956"
525,542,Ah-ah!!,Robert,surprise,negative,50,9,6,21,"0:14:31,956","0:14:33,140"
526,543,"Okay, that’s why you didn’t want me to touch him right?",Robert,surprise,negative,50,10,6,21,"0:14:33,706","0:14:36,292"
527,544,Here you go!,Robert,neutral,neutral,50,11,6,21,"0:14:36,292","0:14:36,714"
528,545,Okay?,Robert,neutral,neutral,50,12,6,21,"0:14:36,714","0:14:37,872"
529,546,Stupid!,Robert,anger,negative,50,13,6,21,"0:14:39,795","0:14:41,881"
530,547,I can’t believe it!,Robert,surprise,negative,50,14,6,21,"0:14:41,881","0:14:42,215"
531,548,God!,Robert,anger,negative,50,15,6,21,"0:14:42,215","0:14:42,929"
532,549,"Hey, how you doin’?",Robert,neutral,neutral,50,16,6,21,"00:14:44,550","00:14:47,010"
533,550,Hey.,Richard,neutral,neutral,51,0,3,15,"00:11:10,086","00:11:12,629"
534,551,"Hi. Look um, about what happened earlier...",Michael,sadness,negative,51,1,3,15,"00:11:10,086","00:11:14,839"
535,552,"No, hey, well, I-I completely understand. You were, you were stressed.",Richard,neutral,neutral,51,2,3,15,"00:11:15,007","00:11:18,927"
536,553,I was gonna give you a chance to apologise to me.,Michael,disgust,negative,51,3,3,15,"00:11:22,431","00:11:25,433"
537,554,For what? For letting you throw me out of your office?,Richard,anger,negative,51,4,3,15,"00:11:26,018","00:11:28,645"
538,555,You had no,Michael,anger,negative,51,5,3,15,"00:11:28,938","00:11:31,981"
539,556,"Yeah, well excuse me for wanting to be with my girlfriend on our anniversary, boy what an ass am I.",Richard,anger,negative,51,6,3,15,"00:11:40,616","00:11:45,745"
540,557,"But I told you, I didn’t have the time!",Michael,anger,negative,51,7,3,15,"00:11:47,206","00:11:49,958"
541,558,"Yeah, well you never have the time. I mean, I don’t feel like I even have a girlfriend anymore, Rachel.",Richard,anger,negative,51,8,3,15,"00:11:50,126","00:11:54,587"
542,559,"Wh, Ross what do you want from me?",Michael,anger,negative,51,9,3,15,"00:11:54,755","00:11:56,423"
543,560,"You want me, you want me to quit my job so you can feel like you have a girlfriend?",Michael,anger,negative,51,10,3,15,"00:11:56,590","00:11:59,467"
544,561,I know.,William,neutral,neutral,52,0,3,21,"00:12:55,000","00:12:56,232"
545,562,"Ooh, I have to tell you something.",David,joy,positive,52,1,3,21,"00:12:56,400","00:12:57,942"
546,563,What?,William,neutral,neutral,52,2,3,21,"0:12:58,360","0:12:58,992"
547,564,But I can’t tell you.,David,neutral,neutral,52,3,3,21,"0:12:58,992","0:13:00,878"
548,565,"Okay, but wouldn’t it be easier if you had to tell me something that you could tell me.",William,neutral,neutral,52,4,3,21,"00:13:02,490","00:13:13,917"
549,566,"Well, sure in a perfect world. But, no, I promised I wouldn’t tell, and I swore to like all my gods.",David,neutral,neutral,52,5,3,21,"00:13:06,202","00:13:13,917"
550,567,Okay. Does it have to do with Ross and Rachel?,William,neutral,neutral,52,6,3,21,"00:13:15,544","00:13:18,922"
551,568,No.,David,neutral,neutral,52,7,3,21,"00:13:19,089","00:13:20,256"
552,569,Does it have to do with Joey?,William,neutral,neutral,52,8,3,21,"0:13:20,424","0:13:21,676"
553,570,No.,David,neutral,neutral,52,9,3,21,"0:13:21,676","0:13:22,578"
554,571,Does it have to do with-with Chandler and that sock that he keeps by his bed?,William,neutral,neutral,52,10,3,21,"00:13:22,676","00:13:26,262"
555,572,"No, but let’s come back to that later!",David,neutral,neutral,52,11,3,21,"00:13:28,599","00:13:30,433"
556,573,Hi!,Frank,joy,positive,53,0,6,24,"00:20:42,741","00:20:45,159"
557,574,Richard!,William,joy,positive,53,1,6,24,"00:20:45,911","00:20:47,161"
558,575,"Actually, I’m not here to complement the chef.",Frank,neutral,neutral,53,2,6,24,"00:20:47,371","00:20:49,747"
559,576,"Ohh… Oh, that’s okay I hate when people come back to complement the chef.",William,neutral,neutral,53,3,6,24,"00:20:49,915","00:20:53,459"
560,577,Like I have nothing better to do!,William,neutral,neutral,53,4,6,24,"00:20:53,627","00:20:56,045"
561,578,So what’s up?,William,neutral,neutral,53,5,6,24,"00:20:57,422","00:20:58,506"
562,579,"Well, it was great seeing you the other night.",Frank,joy,positive,53,6,6,24,"00:20:58,674","00:21:01,384"
563,580,"Oh, good to see you too. Did you come down here to tell me that?",William,neutral,neutral,53,7,6,24,"00:21:01,551","00:21:10,434"
564,581,No! I came here to tell you something else.  I came here  to tell you I still love you.,Frank,joy,positive,53,8,6,24,"00:21:06,932","00:21:15,481"
565,582,"One pregnant woman at a time, please! I just want you to be okay.",Robert,disgust,negative,54,0,8,10,"00:19:18,574","00:19:27,123"
566,583,So forcing her to marry Bobby is gonna make that happen?,Michael,sadness,negative,54,1,8,10,"00:19:27,291","00:19:29,876"
567,584,"Maybe!  Well! Well…so-so uh, what kind of music does Numb Nuts—Oh forget it! I can’t!",Robert,anger,negative,54,2,8,10,"00:19:30,043","00:19:40,803"
568,585,"Joey, I am scared to death about this.",Scott,fear,negative,54,3,8,10,"00:19:40,971","00:19:43,764"
569,586,"But I really think I can do it, I’m just gonna need some help.",Scott,fear,negative,54,4,8,10,"00:19:43,932","00:19:46,642"
570,587,And Bobby’s gonna be here the whole time.,Scott,neutral,neutral,54,5,8,10,"00:19:46,810","00:19:50,771"
571,588,"You bet I am!  And to answer your earlier question, we’re straight-up gangster rap.",Eric,joy,positive,54,6,8,10,"00:19:50,939","00:19:55,943"
572,589,"Look, Rachel’s told me how much easier you’ve made all this on her. Why can’t you do that for me?",Scott,anger,negative,54,7,8,10,"00:19:59,698","00:20:07,445"
573,590,Because! ‘Cause… ‘Cause you’re my baby sister!,Robert,sadness,negative,54,8,8,10,"00:20:07,623","00:20:09,582"
574,591,And you’re my big brother!,Scott,joy,positive,54,9,8,10,"00:20:09,750","00:20:11,250"
575,592,"I mean, you’re my favorite guy in the whole world.",Scott,neutral,neutral,54,10,8,10,"00:20:11,418","00:20:14,670"
576,593,I’m not even scared to tell mom and dad.,Scott,neutral,neutral,54,11,8,10,"0:20:14,838","0:20:17,174"
577,594,I was scared of telling you.,Scott,fear,negative,54,12,8,10,"0:20:17,174","0:20:20,476"
578,595,"Well I’d be scared of them, but all right.",Robert,fear,negative,54,13,8,10,"00:20:21,261","00:20:24,138"
579,596,"Joey, I can’t stand the thought of having this baby with you mad at me.",Scott,sadness,negative,54,14,8,10,"00:20:24,306","00:20:28,809"
580,597,I want him to have his uncle.,Scott,sadness,negative,54,15,8,10,"00:20:28,977","00:20:31,938"
581,598,Is my baby gonna have his Uncle Joey?,Scott,sadness,negative,54,16,8,10,"00:20:32,105","00:20:34,523"
582,599,Of course he’s gonna have his Uncle Joey!,Robert,joy,positive,54,17,8,10,"00:20:36,860","00:20:40,655"
583,600,"We’re gonna be all right. I mean, even if we’re not married this baby is gonna be so loved. Not just by us.",Scott,joy,positive,54,18,8,10,"00:20:41,281","00:20:56,712"
584,601,That’s right! By his uncle too!,Robert,joy,positive,54,19,8,10,"0:20:51,083","0:20:52,460"
585,602,And by you.,Eric,joy,positive,54,20,8,10,"0:20:52,460","0:20:56,763"
586,603,"Okay Bobby, why don’t we just come over here and let them have a little moment.",Michael,neutral,neutral,54,21,8,10,"0:20:59,466","0:21:03,179"
587,604,Come here!,Robert,joy,positive,54,22,8,10,"0:21:03,179","0:21:04,950"
588,605,No! Seriously! What’s wrong with you?!,Michael,anger,negative,54,23,8,10,"00:21:12,396","00:21:15,106"
589,606,I had a really nice time tonight.,Stephen,joy,positive,55,0,5,10,"00:10:50,608","00:10:53,443"
590,607,So did I. I'm really glad Monica asked us out.,Michael,joy,positive,55,1,5,10,"00:10:53,611","00:10:56,738"
591,608,"I'd love to ask you in, but uh, my sister's visiting and I think she's asleep on the couch.",Stephen,neutral,neutral,55,2,5,10,"00:11:05,373","00:11:14,381"
592,609,You're sister? You're sister's asleep on the couch?  Ohhh! I saw,Michael,surprise,positive,55,3,5,10,"00:11:12,129","00:11:20,720"
593,610,"Oh hey, great, you're up. Rachel, this is my sister Krista. Krista, this is Rachel.",Stephen,neutral,neutral,55,4,5,10,"00:11:24,475","00:11:26,559"
594,611,Hi!,Michael,joy,positive,55,5,5,10,"00:11:26,727","00:11:28,061"
595,612,"Nice to meet you. I wish you'd told me we were having company, I'd fix myself up!",Andrew,surprise,positive,55,6,5,10,"00:11:26,727","00:11:34,275"
596,613,Like it would help.,Stephen,neutral,neutral,55,7,5,10,"0:11:31,273","0:11:32,441"
597,614,You are so bad!,Andrew,joy,positive,55,8,5,10,"0:11:32,441","0:11:34,331"
598,615,You are!,Stephen,joy,positive,55,9,5,10,"0:11:34,443","0:11:35,194"
599,616,You are!,Andrew,joy,positive,55,10,5,10,"0:11:35,194","0:11:35,754"
600,617,You are!,Stephen,joy,positive,55,11,5,10,"0:11:35,861","0:11:36,373"
601,618,You are!,Andrew,joy,positive,55,12,5,10,"0:11:36,373","0:11:37,005"
602,619,You are!,Stephen,joy,positive,55,13,5,10,"0:11:37,005","0:11:37,527"
603,620,You are!,Andrew,joy,positive,55,14,5,10,"0:11:37,527","0:11:38,371"
604,621,You are so dead! I'm gonna get you.,Stephen,joy,positive,55,15,5,10,"00:11:38,406","00:11:39,989"
605,622,"Uh, it was very nice meeting you.",Michael,neutral,neutral,55,16,5,10,"00:11:50,292","00:11:52,502"
606,623,"Oh my God, it's that Victoria's Secret model. Something... something Goodacre.",James,surprise,positive,56,0,1,7,"00:02:19,472","00:02:24,643"
607,624,"Hi Mom, it's Jill.",Raymond,neutral,neutral,56,1,1,7,"00:02:23,309","00:02:24,643"
608,625,"She's right, it's Jill. Jill Goodacre. Oh my God. I am trapped in an ATM vestibule with Jill Goodacre!",James,surprise,positive,56,2,1,7,"00:02:24,894","00:02:33,527"
609,626,"Yeah, I'm fine. I'm just stuck at the bank, in an ATM vestibule.",Raymond,neutral,neutral,56,3,1,7,"00:02:42,996","00:02:46,874"
610,627,Jill says vestibule... I'm going with vestibule.,James,neutral,neutral,56,4,1,7,"00:02:47,125","00:02:51,503"
611,628,"I'm fine. No, I'm not alone... I don't know, some guy.",Raymond,neutral,neutral,56,5,1,7,"00:02:52,380","00:02:57,718"
612,629,"Oh! Some guy. Some guy. 'Hey Jill, I saw you with some guy last night. Yes, he was",James,joy,positive,56,6,1,7,"00:02:57,969","00:03:08,103"
613,631,Are you seeing anybody right now?,James,neutral,neutral,57,1,4,10,"0:05:18,667","0:05:20,827"
614,632,"Og-ee-op, I’m not asking for me, I’m… I mean… No, I’m-I’m not gay, I’m not asking you out.",James,fear,negative,57,2,4,10,"00:05:21,362","00:05:28,869"
615,633,I’m not-I’m not-I’m not gay!,James,fear,negative,57,3,4,10,"00:05:27,201","00:05:33,040"
616,634,Personal shopping? What is that? Like where you walk around with snooty rich people and tell them what to buy?,David,neutral,neutral,58,0,4,13,"00:02:32,861","00:02:38,407"
617,635,Uh-huh.,Michael,neutral,neutral,58,1,4,13,"0:02:38,575","0:02:39,243"
618,636,That sounds great!,David,surprise,positive,58,2,4,13,"0:02:39,243","0:02:41,941"
619,637,Hey!,Robert,neutral,neutral,58,3,4,13,"00:02:43,121","00:02:44,538"
620,638,"Umm, excuse me, we switched apartments. You can’t eat are food anymore, that-that gravy train had ended.",William,anger,negative,58,4,4,13,"00:02:45,248","00:02:51,044"
621,639,There’s gravy?,Robert,surprise,positive,58,5,4,13,"00:02:51,629","00:02:52,921"
622,640,If you have the big apartment you have to deal with people coming over all the time.,William,neutral,neutral,58,6,4,13,"00:02:54,299","00:02:57,467"
623,641,"That fridge has got to be stocked, okay, that’s your department now.",William,neutral,neutral,58,7,4,13,"00:02:57,635","00:03:00,721"
624,642,What are you doing?,William,neutral,neutral,58,8,4,13,"0:03:04,642","0:03:05,602"
625,643,I think I left a donut up here.,Robert,neutral,neutral,58,9,4,13,"0:03:05,602","0:03:08,138"
626,644,"So, in conclusion, the lines all go up , so I’m happy.",Gregory,neutral,neutral,59,0,3,24,"00:20:58,548","00:21:03,552"
627,645,Great job team!,Gregory,joy,positive,59,1,3,24,"0:21:04,429","0:21:05,361"
628,646,Tomorrow at 8:30.,Gregory,neutral,neutral,59,2,3,24,"0:21:05,361","0:21:06,819"
629,647,Phil!,Gregory,joy,positive,59,3,3,24,"0:21:07,349","0:21:07,901"
630,648,Nice job.,Gregory,joy,positive,59,4,3,24,"0:21:07,901","0:21:08,653"
631,649,Stevens!,Gregory,joy,positive,59,5,3,24,"0:21:08,653","0:21:09,780"
632,650,Way to go!,Gregory,joy,positive,59,6,3,24,"0:21:09,780","0:21:10,558"
633,651,"Joel-burg, you maniac!",Gregory,joy,positive,59,7,3,24,"00:21:10,644","00:21:12,853"
634,652,I love ya!,Gregory,joy,positive,59,8,3,24,"00:21:13,105","00:21:14,689"
635,653,Bing!,Gregory,joy,positive,59,9,3,24,"00:21:17,109","00:21:20,695"
636,656,"Oh, excuse me. I forgot my briefcase y'know, by accident.",Joshua,neutral,neutral,61,0,3,24,"00:21:20,988","00:21:26,200"
637,657,"Of course, you did.",Gregory,joy,positive,61,1,3,24,"0:21:26,493","0:21:27,295"
638,658,Forgot something else too ya bastard!,Gregory,joy,positive,61,2,3,24,"0:21:27,295","0:21:28,713"
639,659,"Well, what about you?",Gregory,neutral,neutral,61,3,3,24,"00:21:32,749","00:21:34,792"
640,660,You’re not feeling left out or anything are ya?,Gregory,neutral,neutral,61,4,3,24,"00:21:35,043","00:21:41,465"
641,661,"No. No, not at all, that’s-that’s ridiculous.",James,sadness,negative,61,5,3,24,"00:21:38,880","00:21:41,465"
642,662,"Everybody else got one, and you want one too. Don’t you?",Gregory,joy,positive,61,6,3,24,"00:21:41,675","00:21:44,885"
643,663,"Ye-ye-yeah, yes I do!",James,sadness,negative,61,7,3,24,"00:21:48,223","00:21:49,557"
644,664,"Now get on out of here, you!",Gregory,joy,positive,61,8,3,24,"00:21:49,850","00:21:51,976"
645,665,Hey Bob.,James,neutral,neutral,62,0,8,5,"00:02:34,362","00:02:37,698"
646,666,Hey! How’s my pal Toby doing today?,Jerry,joy,positive,62,1,8,5,"00:07:23,484","00:07:26,736"
647,667,"If I see him, I’ll ask.",James,neutral,neutral,62,2,8,5,"00:07:26,904","00:07:29,364"
648,668,Toby!,Jerry,joy,positive,62,3,8,5,"00:07:29,532","00:07:32,033"
649,670,Yeah!,James,joy,positive,62,5,8,5,"0:07:36,664","0:07:37,166"
650,671,Oh then you know each other.,Walter,neutral,neutral,62,6,8,5,"0:07:37,166","0:07:38,543"
651,672,We’re on a semi-first name basis.,James,neutral,neutral,62,7,8,5,"00:07:38,666","00:07:41,126"
652,673,What do you think of adding him to our team?,Walter,neutral,neutral,62,8,8,5,"00:07:41,711","00:07:43,837"
653,674,"Bob? Ooh, working here with us? Everyday? Yeah, I don’t know if he has what it takes.",James,surprise,negative,62,9,8,5,"00:07:44,005","00:07:51,761"
654,675,Really? They love him down on six.,Walter,surprise,negative,62,10,8,5,"00:07:51,929","00:07:55,807"
655,676,But this is eleven. It’s almost twice as hard up here.,James,neutral,neutral,62,11,8,5,"00:07:56,601","00:08:04,024"
656,677,Hey! Guess what I got for your wedding!,Richard,joy,positive,63,0,7,20,"00:09:56,137","00:09:57,846"
657,678,A freakish thin date with a hanger for her head?,James,neutral,neutral,63,1,7,20,"00:09:58,014","00:10:07,772"
658,679,"No. Rachel hooked me up with a tux! But not just any tux, Batman’s tux!",Richard,joy,positive,63,2,7,20,"00:10:01,851","00:10:07,772"
659,680,What?,James,surprise,negative,63,3,7,20,"00:10:08,441","00:10:09,774"
660,681,That’s right! Made expressly for Val Kilmer and worn by him in the hit film…that Batman film he was in.,Richard,joy,positive,63,4,7,20,"00:10:08,441","00:10:17,699"
661,682,You can’t wear that! I’m wearing the famous tux! James Bond’s tux!,James,anger,negative,63,5,7,20,"00:10:18,367","00:10:22,495"
662,683,So?,Richard,neutral,neutral,63,6,7,20,"00:10:20,828","00:10:22,495"
663,684,So—If you wear that you’ll make mine less special.,James,sadness,negative,63,7,7,20,"00:10:22,663","00:10:26,416"
664,685,"Sorry, I just don’t like the idea of when I say ""I do,"" he’s thinking, ""Yeah, I’d do her too!""",James,anger,negative,64,0,7,16,"00:02:15,301","00:02:20,180"
665,686,Well then we still have a problem.,William,neutral,neutral,64,1,7,16,"0:02:22,350","0:02:24,082"
666,687,Yeah!,James,neutral,neutral,64,2,7,16,"0:02:24,082","0:02:25,209"
667,688,With what?,David,neutral,neutral,64,3,7,16,"0:02:25,209","0:02:25,442"
668,689,"Well, we’re trying to find someone to perform our wedding and they’re all either boring or annoying or y’know, can’t stop staring at the ladies.",William,neutral,neutral,64,4,7,16,"00:02:25,562","00:02:32,359"
669,690,Oo! You should have one of us do it!,David,joy,positive,64,5,7,16,"00:02:35,864","00:02:37,781"
670,691,"Phoebe, we’re getting",William,neutral,neutral,64,6,7,16,"00:02:37,991","00:02:41,118"
671,692,No! No! It’s-it’s uh a real thing! Anyone can get ordained on the Internet and perform like weddings and stuff!,David,joy,positive,64,7,7,16,"00:02:41,995","00:02:47,833"
672,695,I call it!!,Robert,joy,positive,64,8,7,16,"00:02:48,084","00:02:49,085"
673,696,What?! No! It was my idea!,David,anger,negative,64,9,7,16,"00:02:50,628","00:02:52,629"
674,697,Guys thank you very much but neither of you is marrying us.,James,neutral,neutral,64,10,7,16,"00:02:52,797","00:02:56,133"
675,698,Does calling it not mean anything anymore?!,Robert,anger,negative,64,11,7,16,"00:02:56,301","00:02:58,468"
676,699,"We are going to have a legitimate member of the clergy! And when I say legitimate I mean, gay and in control of his saliva!",James,neutral,neutral,64,12,7,16,"00:03:02,348","00:03:07,811"
677,700,"See, I see.... big passion in your future.",Richard,joy,positive,65,0,1,7,"00:08:11,240","00:08:15,702"
678,701,Really?,Michael,surprise,positive,65,1,1,7,"00:08:15,912","00:08:17,496"
679,702,I do.,Richard,neutral,neutral,65,2,1,7,"00:08:17,663","00:08:19,039"
680,703,"Oh Ross, you're so great. [she playfully rubs his head and gets up]",Michael,joy,positive,65,3,1,7,"00:08:19,790","00:08:34,554"
681,706,"That was supposed to be a good thing, I forget why.",David,neutral,neutral,66,1,3,6,"00:14:22,611","00:14:25,947"
682,707,"Just listen, Monica, I, do you know, okay, do you know, I couldn’t sleep for like a month because I got like a dot of ink on one of the sofa cushions.",David,neutral,neutral,66,2,3,6,"00:14:28,117","00:14:35,623"
683,708,"Well, you-you coulda just turned the cushion over.",William,neutral,neutral,66,3,3,6,"00:14:36,166","00:14:38,459"
684,709,"Yeah, I would’ve except I had a big spaghetti stain on the other side.",David,neutral,neutral,66,4,3,6,"00:14:38,669","00:14:41,661"
685,710,What?!?!,William,surprise,negative,66,5,3,6,"00:14:41,964","00:14:42,964"
686,711,"Okay, this is what I’m talking about, this. I-I need to live in a land where people can spill.",David,neutral,neutral,66,6,3,6,"00:14:43,257","00:14:48,761"
687,712,You can spill. In the sink.,William,neutral,neutral,66,7,3,6,"00:14:50,055","00:14:53,641"
688,713,"Aw, honey it’s not your fault, y'know this is who you are, and I love you, and I want us to be friends, and if I keep living here I don’t see that happening.",David,sadness,negative,66,8,3,6,"00:14:58,939","00:15:04,819"
689,714,"I love you, too.",William,joy,positive,66,9,3,6,"00:15:06,947","00:15:09,324"
690,715,"Aww, good.  What?",David,joy,positive,66,10,3,6,"00:15:06,947","00:15:13,703"
691,716,What? I’m just said.,William,sadness,negative,66,11,3,6,"00:15:15,497","00:15:16,998"
692,717,"No you’re not, you’re wondering which cushion it is.",David,neutral,neutral,66,12,3,6,"00:15:17,791","00:15:20,460"
693,718,Oh my God! Are you serious?!,Michael,surprise,positive,67,0,6,3,"0:08:11,115","0:08:12,492"
694,719,Uh-huh.,Richard,neutral,neutral,67,1,6,3,"0:08:12,492","0:08:13,724"
695,720,I would love to live with you Ross.. that’s-that’s great! Thank you!,Michael,joy,positive,67,2,6,3,"00:08:15,369","00:08:18,413"
696,721,"Well, I’m-I’m just glad I could, y’know, help you out.",Richard,neutral,neutral,67,3,6,3,"00:08:18,581","00:08:20,957"
697,723,"Ross-Ross, you have no idea what this means to me!",Michael,joy,positive,67,5,6,3,"00:08:30,259","00:08:32,594"
698,724,"I mean, I mean I was gonna be homeless.",Michael,sadness,negative,67,6,6,3,"0:08:32,762","0:08:34,389"
699,725,You just saved me!,Michael,joy,positive,67,7,6,3,"0:08:34,389","0:08:35,951"
700,726,You’re my hero!,Michael,joy,positive,67,8,6,3,"0:08:35,951","0:08:37,142"
701,727,"Hero, I uh, I don’t know—well, all right.",Richard,neutral,neutral,67,9,6,3,"00:08:38,476","00:08:41,019"
702,728,"Oh, I have to go tell Monica what a wonderful brother she has!",Michael,joy,positive,67,10,6,3,"00:08:41,938","00:08:45,732"
703,729,"Oh please!   You’re gonna say things now, aren’t ya?",Richard,joy,positive,67,11,6,3,"00:08:55,701","00:08:58,495"
704,730,No.,David,neutral,neutral,67,12,6,3,"0:08:59,372","0:08:59,915"
705,731,"No, I won’t.",David,neutral,neutral,67,13,6,3,"0:08:59,915","0:09:01,560"
706,732,"But I should tell you this, this exact same thing happened to my roommate Denise.",David,neutral,neutral,67,14,6,3,"00:09:01,666","00:09:06,586"
707,733,"She moved in with a guy who was secretly married to her and he said he didn’t love her, but he really did, and it just blew up!",David,anger,negative,67,15,6,3,"00:09:06,754","00:09:12,968"
708,744,"...Dammit, hire the girl!  Okay, everybody ready?",Patrick,anger,negative,68,0,1,6,"00:13:34,730","00:13:39,317"
709,745,"Uh, listen, I just wanna thank you for this great opportunity.",Robert,joy,positive,68,1,1,6,"00:13:40,069","00:13:43,738"
710,746,Lose the robe.,Patrick,neutral,neutral,68,2,1,6,"00:13:44,990","00:13:46,032"
711,747,Me?,Robert,surprise,negative,68,3,1,6,"00:13:47,117","00:13:48,159"
712,748,That's great.,James,joy,positive,69,0,1,5,"00:10:00,223","00:10:04,270"
713,749,"Well, I'm gonna get another espresso. Can I get you another latte?",James,neutral,neutral,69,1,1,5,"00:10:04,270","00:10:06,938"
714,750,"No, no, I'm still working on mine.",Peter,neutral,neutral,69,2,1,5,"00:10:10,067","00:10:13,153"
715,751,That's it?,James,surprise,negative,69,3,1,5,"00:10:17,783","00:10:18,825"
716,752,"Yeah, it was really hard.",David,sadness,negative,69,4,1,5,"00:10:19,076","00:10:20,493"
717,753,"Oh, yeah, that hug looked pretty brutal.",James,neutral,neutral,69,5,1,5,"00:10:20,953","00:10:22,871"
718,754,"Ok, you weren't there.",David,anger,negative,69,6,1,5,"00:10:23,539","00:10:24,831"
719,755,"Wow! That’s ah, that’s pretty nice!",Harold,joy,positive,70,0,4,2,"00:10:11,611","00:10:14,404"
720,756,Pretty nice?,Robert,neutral,neutral,70,1,4,2,"00:10:14,472","00:10:16,489"
721,757,"You’ll have to pardon my roommate, he wanted to marry this.",James,neutral,neutral,70,2,4,2,"00:10:16,907","00:10:19,618"
722,758,"We don’t have 50 bucks, but would you be willing to trade for it? We’ve got a canoe.",Harold,neutral,neutral,70,3,4,2,"00:10:20,703","00:10:25,373"
723,759,"Y'know, I, I really don’t think we need a canoe.",James,neutral,neutral,70,4,4,2,"00:10:24,332","00:10:35,717"
724,760,You gotta take the canoe!,Harold,anger,negative,70,5,4,2,"00:10:35,885","00:10:37,260"
725,761,"All right, just, just take the entertainment center, and then when you get home, throw the canoe away!",James,neutral,neutral,70,6,4,2,"00:10:35,885","00:10:43,308"
