,Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
2663,2816,That’s weird!,Joey,disgust,negative,281,8,7,22,"00:08:24,212","00:08:25,253"
2664,2817,I’m wearing his briefs right now.,Phoebe,neutral,neutral,281,9,7,22,"0:08:25,421","0:08:26,933"
2665,2818,That’s…kinda hot.,Joey,surprise,positive,281,10,7,22,"0:08:26,933","0:08:29,305"
2666,2819,I think so too. And that little flap? Great for holding my lipstick.,Phoebe,joy,positive,282,0,1,22,"00:08:29,967","00:08:35,472"
2667,2820,"Yeah, I wouldn’t know about that.",Joey,neutral,neutral,282,1,1,22,"00:08:40,561","00:08:42,395"
2668,2821,And! Y’know what Jake says? That women’s underwear is actually more comfortable. And he loves the way the silk feels against his skin.,Phoebe,joy,positive,282,2,1,22,"00:08:43,856","00:08:51,279"
2669,2822,"Yeah well next thing you know, he’ll be telling you that your high heels are good for his posture!",Joey,disgust,negative,283,0,7,22,"00:08:51,447","00:08:55,700"
2670,2823,There is nothing wrong with Jake! Okay? He is all man! I’m thinking even more than you.,Phoebe,neutral,neutral,283,1,7,22,"00:08:56,202","00:09:01,331"
2671,2824,"Oh yeah, he looked like a real lumberjack in those pink lacys.",Joey,disgust,negative,283,2,7,22,"00:09:01,499","00:09:05,377"
2672,2825,I’m just saying that only a man completely secure with his masculinity could walk around in women’s underwear!,Phoebe,neutral,neutral,283,3,7,22,"00:09:06,462","00:09:14,135"
2673,2826,I don’t think you could ever do that.,Phoebe,neutral,neutral,283,4,7,22,"00:09:10,841","00:09:14,135"
2674,2827,Hey! I,Joey,neutral,neutral,283,5,7,22,"0:09:14,303","0:09:14,887"
2675,2828,"Okay, whatever.",Phoebe,disgust,negative,283,6,7,22,"0:09:14,887","0:09:18,412"
2676,2829,Lusts of the flesh.,Phoebe,neutral,neutral,284,0,7,19,"00:05:11,311","00:05:17,024"
2677,2830,What?,Rachel,neutral,neutral,284,1,7,19,"0:05:18,234","0:05:18,826"
2678,2831,I don’t know.  A cowboy theme?,Phoebe,neutral,neutral,284,2,7,19,"0:05:18,826","0:05:21,627"
2679,2832,"Hey uh, is it okay to come in?",Joey,neutral,neutral,285,0,9,1,"00:08:07,361","00:08:10,071"
2680,2833,"Of course! Oh Joey, this ring I…it’s beautiful I love it!",Rachel,joy,positive,285,1,9,1,"00:08:10,281","00:08:14,201"
2681,2834,"Yeah uh look Rach, there’s something I gotta tell ya.",Joey,neutral,neutral,285,2,9,1,"00:08:15,495","00:08:18,747"
2682,2835,Hey!,Rachel,joy,positive,285,3,9,1,"00:08:20,124","00:08:21,208"
2683,2836,Hey! Are you ready to try nursing again?,Nurse,neutral,neutral,285,4,9,1,"00:08:21,375","00:08:25,629"
2684,2837,"Yeah! Hi Emma. Hey, why do you think she won’t take my  breast?",Rachel,neutral,neutral,285,5,9,1,"00:08:25,796","00:08:33,178"
2685,2838,"It’s all right honey, it takes some babies a while to get it,  but don’t worry. It’ll happen.",Nurse,neutral,neutral,285,6,9,1,"00:08:27,965","00:08:33,178"
2686,2839,Yowza,Joey,anger,negative,285,7,9,1,"00:08:33,679","00:08:35,722"
2687,2840,"Okay sweetie, you can do it. Just open up and put it in your  mouth.",Rachel,neutral,neutral,285,8,9,1,"00:08:36,933","00:08:40,810"
2688,2841,Dear Lord.,Joey,surprise,negative,285,9,9,1,"00:08:41,354","00:08:43,522"
2689,2842,"I’m sorry honey, what were you saying?",Rachel,neutral,neutral,285,10,9,1,"0:08:45,608","0:08:47,193"
2690,2843,"Oh uh-uh yeah, I think that…",Joey,neutral,neutral,285,11,9,1,"0:08:47,193","0:08:49,547"
2691,2845,Do you think my nipples are  too big for her mouth?,Rachel,neutral,neutral,285,13,9,1,"00:08:52,782","00:08:54,824"
2692,2846,She looks scared.,Rachel,neutral,neutral,285,14,9,1,"0:08:59,705","0:09:00,957"
2693,2847,Doesn’t she  look scared?,Rachel,neutral,neutral,285,15,9,1,"0:09:00,957","0:09:01,892"
2694,2848,"Y’know, I don’t really know her.",Joey,neutral,neutral,285,16,9,1,"00:09:02,041","00:09:04,501"
2695,2849,Can you see my nipples through this shirt?,Chandler,neutral,neutral,286,0,1,15,"00:04:01,741","00:04:03,909"
2696,2850,"No. But don't worry, I'm sure they're still there.",Rachel,neutral,neutral,286,1,1,15,"00:04:06,663","00:04:09,748"
2697,2851,"Where are you going, Mr. Suity-Man?",Phoebe,neutral,neutral,286,2,1,15,"00:04:11,209","00:04:12,709"
2698,2852,"Well, I have an appointment to see Dr. Robert Pillman, career counselor a-gogo.  I added the ""a-gogo.""",Chandler,neutral,neutral,286,3,1,15,"00:04:12,877","00:04:21,218"
2699,2853,"Actually, tomorrow night kinda depends on how tonight goes.",Joey,neutral,neutral,287,0,1,14,"00:02:25,478","00:02:27,813"
2700,2854,"Oh, uh, listen, about tonight...",Chandler,sadness,negative,287,1,1,14,"0:02:27,981","0:02:30,243"
2701,2855,"No, no, no, don't you dare bail on me.",Joey,anger,negative,287,2,1,14,"0:02:30,243","0:02:32,249"
2702,2856,The only reason she's goin' out with me is because I said I could bring a friend for her friend.,Joey,neutral,neutral,287,3,1,14,"00:02:27,981","00:02:35,904"
2703,2857,"Yes, I know, but her friend sounds like such a...",Chandler,anger,negative,287,4,1,14,"00:02:36,114","00:02:40,450"
2704,2858,Pathetic mess?,Joey,neutral,neutral,287,5,1,14,"00:02:38,241","00:02:40,450"
2705,2859,"I know, but—come on, man, she's needy, she's vulnerable.",Joey,neutral,neutral,287,6,1,14,"0:02:40,994","0:02:44,056"
2706,2860,"I'm thinkin', cha-ching!",Joey,joy,positive,287,7,1,14,"0:02:44,056","0:02:44,302"
2707,2861,Thanks.,Joey,neutral,neutral,287,8,1,14,"00:02:50,211","00:02:51,253"
2708,2862,"Look, you have not been out with a woman since Janice.",Joey,neutral,neutral,287,9,1,14,"0:02:52,255","0:02:54,717"
2709,2863,You're doin' this.,Joey,neutral,neutral,287,10,1,14,"0:02:54,717","0:02:56,053"
2710,2864,Hi. She said yes.,Ross,neutral,neutral,287,11,1,14,"00:02:56,676","00:03:00,304"
2711,2865,"Yes! Way to go, man!  Still got the egg, huh?",Chandler,joy,positive,287,12,1,14,"00:03:00,555","00:03:06,143"
2712,2866,"""Happy birthday to you!""",Joey,joy,positive,288,0,6,13,"00:15:35,976","00:15:38,645"
2713,2867,You’re paying for that.,Gunther,neutral,neutral,288,1,6,13,"0:15:41,315","0:15:42,316"
2714,2868,What? No-no it’s her birthday!,Joey,surprise,positive,288,2,6,13,"0:15:42,316","0:15:44,418"
2715,2869,You’ve sung Happy Birthday to 20 different women today!,Gunther,surprise,negative,288,3,6,13,"00:15:44,526","00:15:47,278"
2716,2870,But it really,Joey,neutral,neutral,288,4,6,13,"00:15:48,072","00:15:49,989"
2717,2871,You are no longer authorized to distribute birthday muffins.,Gunther,neutral,neutral,288,5,6,13,"00:15:50,157","00:15:52,617"
2718,2872,Damnit!,Joey,anger,negative,288,6,6,13,"00:15:53,327","00:15:55,161"
2719,2873,Rach? Hi!,Ross,joy,positive,288,7,6,13,"00:15:56,789","00:16:00,083"
2720,2874,Hi!,Rachel,joy,positive,288,8,6,13,"00:15:58,374","00:16:00,083"
2721,2875,Did you tell your sister to ask me out?,Ross,neutral,neutral,288,9,6,13,"00:16:00,250","00:16:02,502"
2722,2876,Well yeah,Rachel,neutral,neutral,288,10,6,13,"0:16:03,462","0:16:04,564"
2723,2877,Oh wow!,Ross,surprise,positive,288,11,6,13,"0:16:04,564","0:16:05,456"
2724,2878,"I mean, wow!",Ross,surprise,positive,288,12,6,13,"0:16:05,456","0:16:06,890"
2725,2879,"I mean, I-I-I think she’s cute but I-I would never have thought of going out with her, never!",Ross,neutral,neutral,288,13,6,13,"00:16:08,842","00:16:15,098"
2726,2880,Really?!,Rachel,surprise,positive,288,14,6,13,"00:16:15,683","00:16:16,849"
2727,2881,"Yeah but after you said it was okay, I figured, ""Why not?!""",Ross,joy,positive,288,15,6,13,"00:16:15,683","00:16:20,061"
2728,2882,Oh so-so not really never.,Rachel,neutral,neutral,288,16,6,13,"00:16:20,813","00:16:23,356"
2729,2883,I have to say you are a much bigger person than I am.,Ross,neutral,neutral,288,17,6,13,"00:16:24,149","00:16:27,443"
2730,2884,"I mean after all we’ve been through, I just—y’know I wish I had a brother to reciprocate.",Ross,neutral,neutral,288,18,6,13,"00:16:27,611","00:16:32,865"
2731,2885,"Hey, if you ever want to go out with Monica, you have my blessing.",Ross,neutral,neutral,288,19,6,13,"00:16:35,327","00:16:38,287"
2732,2886,"Oh-ho, and mine!",Joey,joy,positive,288,20,6,13,"00:16:38,455","00:16:39,664"
2733,2888,No-no wait-wait! I can’t just let you hang up! Just please talk to me.,Phoebe,fear,negative,289,1,7,13,"00:09:29,735","00:09:35,782"
2734,2889,Well…I only have one thing to do today.  I guess I could push it back.,Earl,neutral,neutral,289,2,7,13,"00:09:33,864","00:09:45,208"
2735,2890,"Yeah! Now, why do you want to kill yourself?",Phoebe,sadness,negative,289,3,7,13,"00:09:42,206","00:09:45,208"
2736,2891,"It’s just that I uh, have been working for ten years now at this meaningless, dead-end job and nobody here even knows I exist!",Earl,sadness,negative,289,4,7,13,"00:09:50,006","00:09:55,218"
2737,2892,Chandler?,Phoebe,neutral,neutral,289,5,7,13,"00:09:56,554","00:09:58,138"
2738,2893,I-I’m sorry?,Earl,sadness,negative,290,0,6,7,"00:10:02,476","00:10:04,603"
2739,2894,"No look, I-I’m sure that people know you exist!",Phoebe,sadness,negative,291,0,6,1,"00:10:05,146","00:10:10,525"
2740,2895,Oh yeah?,Earl,sadness,negative,291,1,6,1,"00:10:10,693","00:10:14,154"
2741,2896,I work in a cubicle surrounded by people.,Earl,neutral,neutral,292,0,7,13,"00:10:10,693","00:10:14,154"
2742,2897,I’ve been talking to you for five minutes now about killing myself and no one’s even looked up from their desk.,Earl,sadness,negative,292,1,7,13,"00:10:14,905","00:10:22,579"
2743,2898,Hang-hang on.,Earl,neutral,neutral,292,2,7,13,"00:10:21,000","00:10:22,579"
2744,2899,Hey everybody!,Earl,neutral,neutral,292,3,7,13,"00:10:22,788","00:10:24,581"
2745,2900,"Uh, I’m gonna kill myself!",Earl,sadness,negative,292,4,7,13,"00:10:24,749","00:10:26,875"
2746,2902,I got nothing.,Earl,neutral,neutral,292,5,7,13,"00:10:31,005","00:10:32,297"
2747,2907,"Apparently, there’s like a million guys out there that can play Mac, and there’s only this one robot and this one guy who controls it!",Joey,surprise,negative,293,0,6,21,"00:12:47,808","00:12:55,857"
2748,2908,I didn’t know he could get me fired!,Joey,surprise,negative,293,1,6,21,"00:12:52,354","00:12:55,857"
2749,2909,What am I going to do?,Joey,fear,negative,293,2,6,21,"00:12:56,025","00:12:58,026"
2750,2910,"Well y’know Joey, you’re a pretty charming guy.",Monica,neutral,neutral,293,3,6,21,"00:12:56,025","00:13:00,487"
2751,2911,"Thanks, but I kinda have a problem to deal with here.",Joey,fear,negative,293,4,6,21,"00:13:00,654","00:13:10,371"
2752,2912,"No sweetie, you’ve got to win over the guy that controls C.H.E.E.S.E.! You’ve got to kiss some serious robot ass!",Monica,neutral,neutral,293,5,6,21,"00:13:03,032","00:13:10,371"
2753,2913,That’s not a bad idea.,Joey,neutral,neutral,293,6,6,21,"00:13:11,540","00:13:13,374"
2754,2915,"Okay, but if I got to turn on the charm tomorrow I’m not wasting anymore of it over here with you guys.",Joey,neutral,neutral,293,7,6,21,"00:13:13,542","00:13:18,087"
2755,2916,"Well, actually I got a little bit saved for you Pheebs.",Joey,joy,positive,293,8,6,21,"00:13:18,255","00:13:21,591"
2756,2917,"So do you think uh, Joey’s more charming than me?",Chandler,neutral,neutral,293,9,6,21,"00:13:25,054","00:13:27,639"
2757,2918,Yeah! That’s why I’m sleeping with him on the side.,Monica,sadness,negative,293,10,6,21,"00:13:27,807","00:13:30,391"
2758,2919,"Yeah, you wish.",Chandler,neutral,neutral,293,11,6,21,"0:13:30,559","0:13:31,701"
2759,2920,"""You wish.""",Phoebe,joy,positive,293,12,6,21,"0:13:31,701","0:13:32,736"
2760,2921,Why are you yelling?,Paul,joy,positive,294,0,6,22,"0:12:39,216","0:12:40,259"
2761,2922,"Whoa, that",Rachel,neutral,neutral,294,1,6,22,"0:12:40,259","0:12:40,871"
2762,2923,"Whoa-whoa, what is it?",Joey,surprise,negative,295,0,7,11,"00:13:45,908","00:13:47,075"
2763,2924,Well… It’s a date.,Phoebe,neutral,neutral,295,1,7,11,"00:13:48,077","00:13:50,995"
2764,2925,A date?!,Joey,surprise,negative,295,2,7,11,"00:13:51,163","00:13:53,000"
2765,2926,"No, no Pheebs you-you must be mistaken, because I know you wouldn’t schedule a date on the same night you have plans with a friend!",Joey,surprise,positive,295,3,7,11,"00:13:51,163","00:13:58,670"
2766,2927,"Come on Joey, don’t make me feel badly about this.",Phoebe,sadness,negative,295,4,7,11,"00:13:58,838","00:14:00,713"
2767,2928,"No, I’m gonna!!",Joey,anger,negative,295,5,7,11,"00:14:00,881","00:14:02,423"
2768,2929,That’s right!,Joey,anger,negative,295,6,7,11,"00:14:03,968","00:14:06,261"
2769,2930,"Yeah, you made me feel really guilty about goin’ out with that girl!",Joey,anger,negative,295,7,7,11,"00:14:06,428","00:14:07,762"
2770,2931,Like-like-like I did something terrible to you!,Joey,anger,negative,295,8,7,11,"0:14:07,930","0:14:09,849"
2771,2932,"And now Pheebs, you’re doing the same thing!",Joey,anger,negative,295,9,7,11,"0:14:09,849","0:14:11,778"
2772,2933,That—It’s not the same thing! This is,Phoebe,anger,negative,295,10,7,11,"00:14:11,892","00:14:14,602"
2773,2934,"Okay, well my girl from the other night was special. She was a scientist too!",Joey,anger,negative,295,11,7,11,"00:14:19,733","00:14:23,319"
2774,2935,She was?,Phoebe,surprise,negative,295,12,7,11,"00:14:22,069","00:14:23,319"
2775,2936,"Well, she graduated from high school!",Joey,anger,negative,295,13,7,11,"00:14:23,737","00:14:26,364"
2776,2937,"Okay, whatever.",Phoebe,joy,positive,295,14,7,11,"0:14:27,366","0:14:28,708"
2777,2938,Y’know what?,Phoebe,neutral,neutral,295,15,7,11,"0:14:28,708","0:14:28,967"
2778,2939,"I don’t have time to convince you because he’s only here for four hours, and I’m gonna go see him!",Phoebe,anger,negative,295,16,7,11,"00:14:29,076","00:14:32,787"
2779,2940,Fine!,Joey,anger,negative,295,17,7,11,"0:14:32,955","0:14:33,667"
2780,2941,Yeah!,Phoebe,anger,negative,295,18,7,11,"0:14:33,667","0:14:34,059"
2781,2942,Fine!,Joey,anger,negative,295,19,7,11,"0:14:34,059","0:14:34,602"
2782,2943,Yeah!,Phoebe,anger,negative,295,20,7,11,"0:14:34,602","0:14:35,853"
2783,2944,"What are you still doin’ here?! I told you, lobster ravioli!",Joey,anger,negative,295,21,7,11,"00:14:37,001","00:14:40,753"
2784,2945,"Sorry I'm late, I was stuck at work. There was this big dinosaur.. thing.. anyway.",Ross,neutral,neutral,296,0,1,2,"00:14:38,085","00:14:41,546"
2785,2946,Hi.,Susan,neutral,neutral,296,1,1,2,"00:14:42,631","00:14:44,173"
2786,2947,"Ross, you remember Susan.",Carol,neutral,neutral,296,2,1,2,"0:14:44,758","0:14:46,690"
2787,2948,How could I forget?,Ross,surprise,positive,296,3,1,2,"0:14:46,690","0:14:47,832"
2788,2949,Ross.,Susan,neutral,neutral,296,4,1,2,"0:14:47,832","0:14:47,971"
2789,2950,"Hello, Susan.  Good shake. Good shake. So, uh, we're just waiting for...?",Ross,anger,negative,296,5,1,2,"00:14:49,471","00:14:56,728"
2790,2951,Dr. Oberman.,Carol,neutral,neutral,296,6,1,2,"0:14:56,937","0:14:57,829"
2791,2952,..Dr. Oberman. Okay. And is he-,Ross,neutral,neutral,296,7,1,2,"0:14:57,829","0:14:59,285"
2792,2953,She.,Susan,neutral,neutral,296,8,1,2,"00:14:59,440","00:15:01,983"
2793,2954,"-she, of course, she- uh- familiar with our.. special situation?",Ross,neutral,neutral,296,9,1,2,"00:14:59,440","00:15:07,196"
2794,2955,"Yes, and she's very supportive.",Carol,neutral,neutral,296,10,1,2,"00:15:07,406","00:15:09,240"
2795,2956,"Okay, that's great.  No, I'm- Oh.",Ross,joy,positive,296,11,1,2,"00:15:09,450","00:15:14,704"
2796,2957,Thanks.,Carol,neutral,neutral,296,12,1,2,"00:15:15,706","00:15:17,165"
2797,2958,"Quack, quack..",Ross,neutral,neutral,296,13,1,2,"00:15:31,680","00:15:32,889"
2798,2959,Ross? That opens my cervix.,Carol,surprise,positive,296,14,1,2,"00:15:35,309","00:15:38,937"
2799,2960,Barry?,Rachel,surprise,positive,296,15,1,2,"0:15:45,778","0:15:46,279"
2800,2961,C'mon in.,Barry,neutral,neutral,296,16,1,2,"0:15:46,279","0:15:48,348"
2801,2962,Are you sure?,Rachel,surprise,positive,296,17,1,2,"00:15:48,489","00:15:49,447"
2802,2963,"Yeah! It's fine, it's fine. Robbie's gonna be here for hours.",Barry,neutral,neutral,296,18,1,2,"00:15:49,657","00:15:52,116"
2803,2964,Huh?!,Robbie,surprise,negative,296,19,1,2,"00:15:52,326","00:15:53,493"
2804,2965,"So, how ya doin?",Barry,neutral,neutral,296,20,1,2,"00:15:56,705","00:15:58,414"
2805,2967,Does she use the cups? Yes! I believe she does. Does she use the plates? Yes! I believe she does.,Monica,neutral,neutral,297,0,4,20,"00:08:33,763","00:08:37,599"
2806,2968,"Oh. Thank you. Ohhh, thank you very much. Oh, thank you for coming.  Uh, just a second!",Monica,joy,positive,297,1,4,20,"00:08:47,109","00:08:53,114"
2807,2969,"No-no, let me in!",Phoebe,anger,negative,297,2,4,20,"0:08:59,872","0:09:02,083"
2808,2970,Phoebe?,Monica,neutral,neutral,297,3,4,20,"0:09:02,083","0:09:02,623"
2809,2971,Yeah!,Phoebe,joy,positive,297,4,4,20,"00:09:02,708","00:09:03,917"
2810,2972,Can you just hold on for one minute?,Monica,neutral,neutral,297,5,4,20,"00:09:04,085","00:09:05,794"
2811,2973,"No, you have to let me in right now!!",Phoebe,joy,positive,297,6,4,20,"00:09:05,962","00:09:08,213"
2812,2974,Are you alone?,Monica,neutral,neutral,297,7,4,20,"0:09:09,882","0:09:10,466"
2813,2975,Yes!,Phoebe,joy,positive,297,8,4,20,"0:09:10,466","0:09:11,858"
2814,2976,All right.,Monica,neutral,neutral,297,9,4,20,"00:09:12,802","00:09:13,969"
2815,2977,Let go!,Monica,anger,negative,298,0,3,9,"0:22:08,368","0:22:08,952"
2816,2978,No! You let go!,Ross,anger,negative,298,1,3,9,"0:22:08,952","0:22:11,294"
2817,2980,How come it’s always us left in the field holding the ball?,Ross,joy,positive,298,2,3,9,"00:22:13,206","00:22:16,250"
2818,2981,I don’t know. I guess the other people just don’t care enough.,Monica,neutral,neutral,298,3,3,9,"00:22:16,418","00:22:20,254"
2819,2982,Hey! It’s starting to snow.,Ross,sadness,negative,298,4,3,9,"00:22:25,927","00:22:28,804"
2820,2983,Gimme the this!,Ross,anger,negative,298,5,3,9,"0:22:33,060","0:22:35,605"
2821,2984,Let go!,Monica,anger,negative,298,6,3,9,"0:22:35,605","0:22:36,285"
2822,2985,Y'know what?,Joey,neutral,neutral,299,0,3,5,"0:21:45,387","0:21:47,189"
2823,2986,Umm?,Chandler,neutral,neutral,299,1,3,5,"0:21:47,189","0:21:47,735"
2824,2987,I bet ‘ya ya I could fit in there.,Joey,neutral,neutral,299,2,3,5,"00:21:47,848","00:21:49,348"
2825,2988,I’ve got five bucks says you can’t.,Chandler,neutral,neutral,299,3,3,5,"00:21:51,935","00:21:54,562"
2826,2989,"Shoot! Shoot! Shoot! Shoot, or just fall down. That's good too.",Joey,joy,positive,300,0,1,23,"00:03:37,967","00:03:42,137"
2827,2990,Knick fan?,Lydia,neutral,neutral,300,1,1,23,"0:03:43,056","0:03:43,818"
2828,2991,"Oh, yeah.",Joey,neutral,neutral,300,2,1,23,"0:03:43,818","0:03:44,358"
2829,2992,"Oh, boy, do they suck.",Lydia,anger,negative,300,3,1,23,"0:03:44,474","0:03:46,566"
2830,2993,"Hey, listen, lady.......whoa.",Joey,surprise,negative,300,4,1,23,"0:03:46,566","0:03:47,696"
2831,2994,"Look, look at your man, Ewing. Nice shot. You know what, he couldn't hit water if he was standing on a boat.",Lydia,disgust,negative,300,5,1,23,"00:03:50,480","00:03:56,443"
2832,2995,Oh yeah? And who do you like?,Joey,neutral,neutral,300,6,1,23,"00:03:56,611","00:03:58,111"
2833,2996,The Celtics.,Lydia,neutral,neutral,300,7,1,23,"0:03:58,279","0:03:59,041"
2834,2997,"The Celtics? Ha. They couldn't hit a boat if...wait. They suck, alright?",Joey,disgust,negative,300,8,1,23,"0:03:59,041","0:04:07,581"
2835,2998,"Oh, shut up. You know, it's a rebuilding year. You... waah!",Lydia,anger,negative,300,9,1,23,"00:04:08,081","00:04:11,875"
2836,2999,"Wha? Wha..aa? Let me get the father. Hey, we need a father over here! We need a father!",Joey,anger,negative,300,10,1,23,"00:04:12,043","00:04:17,506"
2837,3000,There is no father.,Lydia,neutral,neutral,300,11,1,23,"00:04:16,172","00:04:17,506"
2838,3001,"Oh, oh, oh, sorry.",Joey,fear,negative,300,12,1,23,"00:04:17,674","00:04:19,424"
2839,3003,"Oh, uh, ok. Right this way. All the other pregnant women seem to be goin' in here.",Joey,neutral,neutral,300,14,1,23,"0:04:23,222","0:04:23,612"
2840,3004,Ok.,Lydia,neutral,neutral,300,15,1,23,"00:04:20,885","00:04:23,553"
2841,3005,"Sweetheart, just gimme- gimme another chance, okay, we'll start all over again. We'll go back to Aruba.",Barry,fear,negative,301,0,1,20,"00:19:25,164","00:19:32,128"
2842,3006,"Dr. Farber, we've got a bit of an emergency here...Jason Costalano is choking on his retainer.",Bernice,fear,negative,301,1,1,20,"00:19:35,465","00:19:41,220"
2843,3007,Oh God...,Barry,fear,negative,301,2,1,20,"00:19:41,388","00:19:43,141"
2844,3008,"I'll be right there, Bernice.",Barry,neutral,neutral,301,3,1,20,"00:19:41,388","00:19:44,265"
2845,3009,"Look, please, please don't go anywhere, okay?",Barry,fear,negative,301,4,1,20,"00:19:44,433","00:19:46,726"
2846,3011,Okay.,Rachel,neutral,neutral,301,6,1,20,"0:19:48,456","0:19:50,116"
2847,3012,"Okay, we'll be here!",Rachel,neutral,neutral,301,7,1,20,"0:19:50,230","0:19:52,441"
2848,3013,Hating you!,Rachel,anger,negative,301,8,1,20,"0:19:52,441","0:19:53,301"
2849,3014,Did you see how he was sweating when he walked out of there?,Rachel,surprise,negative,301,9,1,20,"00:19:54,443","00:19:59,697"
2850,3015,"Listen honey, if I'm hogging the ball too much you just jump right in there and take a couple punches because I'm telling you, this feels",Rachel,neutral,neutral,301,10,1,20,"00:19:57,321","00:20:07,622"
2851,3016,Yeah... I'm pretty sure I'm still gonna marry him.,Mindy,joy,positive,301,11,1,20,"00:20:03,744","00:20:07,622"
2852,3017,"What are you talking about?! Mindy, the guy is the devil! He's Satan in a smock!",Rachel,disgust,negative,301,12,1,20,"00:20:08,749","00:20:16,214"
2853,3018,"Look, I know he's not perfect, but the truth is, at the end of the day, I still really wanna be Mrs. Dr. Barry Farber, D.D.S.",Mindy,neutral,neutral,301,13,1,20,"00:20:17,007","00:20:24,972"
2854,3019,Oh God.,Rachel,surprise,negative,301,14,1,20,"00:20:34,358","00:20:35,858"
2855,3020,I hope you can find some way to be happy for me. And I hope you'll still be my maid of honor...?,Mindy,fear,negative,301,15,1,20,"00:20:36,360","00:20:42,365"
2856,3021,And I hope Barry doesn't kill you and eat you in Aruba.,Rachel,sadness,negative,301,16,1,20,"00:20:43,617","00:20:46,702"
2857,3022,"Listen, Robert’s gonna be here any second so, will one of you just tell him?",Phoebe,neutral,neutral,302,0,3,13,"00:16:52,761","00:16:57,015"
2858,3023,Oh.,Ross,sadness,negative,302,1,3,13,"00:16:57,182","00:16:58,683"
2859,3024,"Please, right now, no, every time I see him it’s like ‘Is it on the lose?’ ‘Is it watching me?’",Phoebe,fear,negative,302,2,3,13,"00:16:58,851","00:17:08,901"
2860,3025,"We can’t tell him, you can’t go up to a guy you barely know and talk about his.... stuff.",Chandler,anger,negative,302,3,3,13,"00:17:04,648","00:17:08,901"
2861,3026,"He’s right, even if it’s to say something complementary.",Ross,neutral,neutral,302,4,3,13,"00:17:11,488","00:17:15,324"
2862,3027,Hey!,Robert,surprise,positive,302,5,3,13,"0:17:18,787","0:17:19,288"
2863,3028,Hey.,Phoebe,neutral,neutral,302,6,3,13,"0:17:19,288","0:17:20,717"
2864,3029,"So are ready for the gym? They’ve got this new rock climbing wall, we can spot each other.",Robert,neutral,neutral,302,7,3,13,"00:17:20,831","00:17:29,505"
2865,3030,"No, I can spot you from here.",Phoebe,neutral,neutral,302,8,3,13,"00:17:26,962","00:17:29,505"
2866,3031,What?,Robert,surprise,negative,302,9,3,13,"00:17:32,634","00:17:34,135"
2867,3032,"Okay, listen Robert...",Phoebe,neutral,neutral,302,10,3,13,"00:17:35,012","00:17:37,555"
2868,3033,I don’t have time for this.,Phoebe,anger,negative,303,0,2,5,"00:11:10,795","00:11:12,921"
2869,3034,"No, that is what the game is.",Monica,neutral,neutral,303,1,2,5,"00:11:13,089","00:11:16,758"
2870,3035,Which you just gave up really quickly.,Phoebe,neutral,neutral,304,0,3,5,"00:11:13,089","00:11:16,758"
2871,3036,Have you seen Joey?,Chandler,neutral,neutral,304,1,3,5,"0:11:19,428","0:11:20,304"
2872,3037,What’s the matter?,Monica,neutral,neutral,304,2,3,5,"0:11:20,304","0:11:21,320"
2873,3038,"Oh, just this!  Y’know what it’s my fault really, because the couch is usually where we",Chandler,neutral,neutral,304,3,3,5,"00:11:21,430","00:11:37,529"
2874,3039,"Hey, does somebody wanna hand me one of those tiles.",Joey,neutral,neutral,304,4,3,5,"00:11:35,236","00:11:37,529"
2875,3040,What’s going on?,Chandler,surprise,negative,304,5,3,5,"0:11:39,949","0:11:40,841"
2876,3041,He’s retiling my floor.,Monica,neutral,neutral,304,6,3,5,"0:11:40,841","0:11:42,745"
2877,3042,Yo!! Spackel boy! Get up!,Chandler,neutral,neutral,304,7,3,5,"00:11:43,244","00:11:49,624"
2878,3043,"Ah-ah-ah, now you started this, you will finish it.",Monica,anger,negative,304,8,3,5,"00:11:46,622","00:11:49,624"
2879,3044,He started mine first!,Chandler,anger,negative,304,9,3,5,"00:11:49,792","00:11:51,626"
2880,3045,"Build the unit Cinderelly, lay the tile Cinderelly.",Phoebe,anger,negative,304,10,3,5,"00:11:51,794","00:11:54,754"
2881,3046,Come on Chloe! Finish up with your customer first. Come on Chloe! Come on Chloe!!,Chandler,joy,positive,305,0,3,15,"00:02:33,236","00:02:36,446"
2882,3047,Can I help you?,Issac,neutral,neutral,305,1,3,15,"00:02:39,826","00:02:40,868"
2883,3048,Uh-oh.,Chandler,fear,negative,305,2,3,15,"00:02:41,244","00:02:43,162"
2884,3049,"Uh, y'know what, we’re having second thoughts about our copying needs. And we’ll need a little more time to think about it.",Joey,neutral,neutral,305,3,3,15,"00:02:44,622","00:02:54,756"
2885,3050,"Chloe, switch with me, there’s some guys here that got a crush on you.",Issac,neutral,neutral,305,4,3,15,"00:02:51,337","00:02:54,756"
2886,3051,"Okay, that hurt us.",Chandler,joy,positive,305,5,3,15,"00:02:56,384","00:02:58,427"
2887,3052,Hi guys. I haven’t seen you since this morning.,Chloe,neutral,neutral,305,6,3,15,"00:02:59,053","00:03:02,139"
2888,3053,"Well ah, ........y'know.",Chandler,neutral,neutral,305,7,3,15,"00:03:02,849","00:03:07,936"
2889,3054,"Hey, what are you guys doing tomorrow night?",Chloe,neutral,neutral,305,8,3,15,"00:03:09,272","00:03:11,481"
